text,text_clean,skor sentimen,sentimen
"RT @SinarOnline: Klinik di Rusia gesa WHO larang guna nama Omicron!

Laa.. Mesti orang takut nak pergi ke klinik tu sebab nama Varian.

Muz…",klinik rusia gesa who larang nama omicron laa mesti orang takut pergi klinik tu nama varian muz,-2,negatif
"RT @MNowNews: Walaupun tiada pengumuman langkah sedemikian akan diambil, mereka berkata sebarang pelaksanaan perintah kawalan pergerakan ak…",tiada pengumuman langkah diambil sebarang pelaksanaan perintah kawalan pergerakan ak,0,netral
"Walaupun tiada pengumuman langkah sedemikian akan diambil, mereka berkata sebarang pelaksanaan perintah kawalan per… https://t.co/Z5xWT3fgtg",tiada pengumuman langkah diambil sebarang pelaksanaan perintah kawalan,0,netral
"Klinik di Rusia gesa WHO larang guna nama Omicron!

Laa.. Mesti orang takut nak pergi ke klinik tu sebab nama Varia… https://t.co/h131khf9gR",klinik rusia gesa who larang nama omicron laa mesti orang takut pergi klinik tu nama varia,-2,negatif
RT @JaPenWPKL: VARIAN OMICRON (B.1.1.529) telah diklasifasikan sebagai “varian yang perlu diperhatikan” (VOC) oleh @WHO pada 26 November 20…,varian omicron b diklasifasikan varian diperhatikan november,0,netral
"RT @Rebel_notout: #Omicron entering into Maharashtra , rajasthan &amp; Kerala https://t.co/T6869zOAyz",omicron maharashtra rajasthan kerala,0,netral
"RT @JaPenWPKL: ‼️𝗞𝗘𝗦 𝗣𝗘𝗥𝗧𝗔𝗠𝗔 𝗩𝗔𝗥𝗜𝗔𝗡 𝗢𝗠𝗜𝗖𝗥𝗢𝗡 𝗗𝗜 𝗠𝗔𝗟𝗔𝗬𝗦𝗜𝗔 

#Omicron
#KitaJagaKita
#KitaMestiMenang
#MenangBersama
#COVID19
#coronavirus
#KLC…",omicron kitajagakita kitamestimenang menangbersama covid coronavirus,0,netral
"📌 #Pre_Trade_Report
6/DEC

FII =🔻3356CR
DII = ▲1648CR
NASDAQ =🔻1.92%
DJIA =🔻0.17%
EURO MRKTS =🔻 
ASIAN MRKTS = ▲
SG… https://t.co/gS4PxTwBiC",pretradereport nasdaq euro asian,0,netral
"🔴 2/2 #US🇺🇸 #Omicron CASES 
5 Dec 2021, 22.00

*#Confirmed 39 (#Probable 7)

*-NewJersey 1
*-Missouri 1
*-Pennsylva… https://t.co/aSZflAhr5c",us omicron cases confirmed probable newjersey missouri,0,netral
"RT @newsonepk: Mazrat Kay Saath | 05-Dec-2021 | Khurshid Mahmud | Aamir Mehmood | Mir Z... https://t.co/uJcbjV6nql 
#NewsOne #MazratKaySaat…",mazrat kay saath khurshid mahmud aamir mehmood mazratkaysaat,0,netral
"#Omicron variant cases rise in India, tally mounts to 21

Rajasthan 9 
 Maharashtra 8 
Karnataka 2 
Gujarat 1 
Delhi 1",omicron variant cases rise india rajasthan maharashtra karnataka gujarat delhi,0,netral
"Mazrat Kay Saath | 05-Dec-2021 | Khurshid Mahmud | Aamir Mehmood | Mir Z... https://t.co/uJcbjV6nql 
#NewsOne… https://t.co/x1tZyNG3gP",mazrat kay saath khurshid mahmud aamir mehmood,0,netral
"RT @newsonepk: Right Angle | 05th-December-2021 | Ghulam Mustafa | Imran Yaqub Khan | M... https://t.co/xXBsrYSbR0 
#NewsOne #RightAngle @a…",right angle thdecember ghulam mustafa imran yaqub khan rightangle,0,netral
"Chandra, ivan dhan unakku degree vangi thara poran😈😹
#OmicronVirus #Omicron https://t.co/UkUvyCNaiX",chandra ivan dhan unakku degree vangi thara poran omicronvirus omicron,0,netral
"Right Angle | 05th-December-2021 | Ghulam Mustafa | Imran Yaqub Khan | M... https://t.co/xXBsrYSbR0 
#NewsOne… https://t.co/I60uXJPDWN",right angle thdecember ghulam mustafa imran yaqub khan,0,netral
"Waspada Varian Omicron, Masyarakat Diminta Tingkatkan Prokes

#Omicron #Covid19 #Prokes https://t.co/Y5HxOAdMrd",waspada varian omicron masyarakat tingkatkan prokes omicron covid prokes,-1,negatif
"@MSimath Seringa @MSimath.

anga dubai-la #omicron nilavaram laam epdi iruku #imadh? 🤔 https://t.co/54VwmXARfk",seringa anga dubaila omicron nilavaram laam epdi iruku imadh,0,netral
@shail_bhatnagar Sir kal kya hoga market mein 😅#omicron,sir kal hoga market mein omicron,0,netral
"Kusu kusu kusu kusu tera 
Suku suku suku suku nhi mera 😂

#Omicronindia #India #Omicron #OmicronVariant
#COVID19",suku suku suku suku mera omicronindia india omicron omicronvariant covid,0,netral
"#Omicron Coronavirus LIVE: 9 Omicron cases found in Rajasthan, 7 in Maharashtra",omicron coronavirus live omicron cases found rajasthan maharashtra,0,netral
"yang perlu diperdalam itu 
CELANA DALAM , 
GALI LUBANG SUMBAT LUBANG
MAIN DALAM
TEKAN DALAM DALAM
MENYELAM DALAM KO… https://t.co/tLEE4cHvqa",diperdalam celana gali lubang sumbat lubang main tekan menyelam,0,netral
Kya kal #Omicron padega traders pe bhaari 🤔🤔?,kal omicron padega traders bhaari,0,netral
Materi Genetik Varian Omicron Kemungkinan dari Virus Flu Biasa https://t.co/aPCaoVAZd2 #Afrika #inovasi #Omicron… https://t.co/G80FBjAAcO,materi genetik varian omicron virus flu afrika inovasi omicron,0,netral
@Barkha_in Aap bawandar se darne lagi... Hme lgta hai #Omicron toofan latega fir 😁😁,aap bawandar darne hme lgta omicron toofan latega,0,netral
"RT @SumitraDebRoy: #Omicron cases in India: 12 
Maharashtra: 8
Karnataka: 2
Gujarat: 1
Delhi: 1",omicron cases india maharashtra karnataka gujarat delhi,0,netral
"Sudah Terdeteksi di 38 Negara, WHO Klaim Belum Ada Laporan Kematian akibat Varian Omicron https://t.co/QDUfCrn4i2… https://t.co/RKGiRmivu4",terdeteksi negara who klaim laporan kematian akibat varian omicron,-1,negatif
"RT @arumbangets: Nggak tau mau komen apah?! 😌

#COVID19 
#Omicron 
#OmicronVariant 
#Quarantine 
#coronavirus 
#Trending 
#news https://t.c…",komen covid omicron omicronvariant quarantine coronavirus trending news,0,netral
"Strategi Antisipasi Varian Omicron

@satgascovid19id 

#jpnncom
#covid19
#coronavirus
#nataru2021
#omicron https://t.co/qJUkJfu7ya",strategi antisipasi varian omicron jpnncom covid coronavirus nataru omicron,0,netral
"#Omicron alert in bihar

#Omicronindia
https://t.co/WS9G6UTYW6",omicron alert omicronindia,0,netral
"Ingin tahu apa saja strateginya? Baca selengkapnya di unggahan @lawancovid19_id berikut!

#Pandemi #Covid19… https://t.co/NQMzpcWyFa",strateginya unggahan pandemi covid,-1,negatif
"Taarifa ya @CDCgov kuhusu lahaja ya omicron ya COVID-19 bado inasubiri maelezo zaidi, lakini hiyo itakuja kwa wakat… https://t.co/zPOn4NyFkS",taarifa kuhusu lahaja omicron covid bado inasubiri maelezo zaidi lakini hiyo itakuja wakat,0,netral
RT @AizaAyu1: Mengupas DAJJAL MELALUI AR-RU'YA ASH-SHADIQAH (mimpi baik dari Allah) YG RELATIF TIDAK DIKUPAS DI KITAB ULAMA ATAU DALAM KAJI…,mengupas mimpi allah relatif kaji,1,positif
Bahlil Lahadalia mengungkapkan bahwa pemerintah mewaspadai varian Covid-19 omicron yang melanda berbagai negara aga… https://t.co/rrqJ9zarxg,bahlil lahadalia pemerintah mewaspadai varian covid omicron melanda negara,-1,negatif
#Primo #CASO di #VARIANTE #Omicron in #ITALIA https://t.co/1vfB8saLss,primo caso variante omicron italia,0,netral
#Omicron aya hoga but meri anxiety aur pollution ka jo deadly combination hai .. aisi maut arahi hai merko abhi ki kya hi bole.,omicron aya hoga but meri anxiety aur pollution ka jo deadly combination aisi maut arahi merko abhi bole,0,netral
"Corona Virus dah lama rancang. Kita je masih bodoh, tikam belakang kawan. Delta sudah, Omicron pun sudah. Habis PR… https://t.co/1ocIU4L4WX",corona virus rancang bodoh tikam kawan delta omicron habis,-4,negatif
"RT @Beritasatu: Gubernur DKI Jakarta Anies Baswedan mengapresiasi pemerintah pusat mencegah penyebaran varian Covid-19 Omicron.

Selengkapn…",gubernur dki jakarta anies baswedan mengapresiasi pemerintah pusat mencegah penyebaran varian covid omicron selengkapn,0,netral
"Ye omicron kya he?
#Omicron #Omicronindia #OmicronVariant https://t.co/SGJpQn3cWx",ye omicron he omicron omicronindia omicronvariant,0,netral
"Gubernur DKI Jakarta Anies Baswedan mengapresiasi pemerintah pusat mencegah penyebaran varian Covid-19 Omicron.

Se… https://t.co/pdmGWO99FH",gubernur dki jakarta anies baswedan mengapresiasi pemerintah pusat mencegah penyebaran varian covid omicron,0,netral
"RT @salleyhash: @Karuhawe Mfumuko wa bei unazidi kupaa, na #Omicron bado haijatufikia sijui ikifika tuta kua katika hali gani",mfumuko wa bei kupaa omicron bado haijatufikia sijui tuta kua katika hali gani,0,netral
"Sobat GEN, rata-rata UMK 2022 di Jatim naik Rp 75.000 loh. Mo tau wilayah mana yang paling tinggi dan paling rendah… https://t.co/5cnqPvta7x",sobat gen ratarata umk jatim rp loh mo wilayah rendah,0,netral
"👹 (Omicron):- ""Abhi to Party Shuru Huii Hai..""

🥺🥺🥺
#Omicron #OmicronVariant #Delhi https://t.co/aZUhhiuHrz",omicron abhi party shuru huii omicron omicronvariant delhi,0,netral
RT @LDIISurabaya: Marilah kita selalu menjaga protokol kesehatan untuk mendukung program pemerintah dalam pemutusan rantai Covid-19 varian…,marilah menjaga protokol kesehatan mendukung program pemerintah pemutusan rantai covid varian,2,positif
"Jika #Omicron adalah “penawar”, ia menjelaskan mengapa kerajaan di seluruh dunia menghentikan perjalanan dunia untu… https://t.co/MKPcdw8hhv",omicron penawar kerajaan dunia menghentikan perjalanan dunia,1,positif
"Jangan Panik, Kebanyakkan Jangkitan #Omicron Tidak Serius – #WHO

https://t.co/0kix9dDYrD",panik kebanyakkan jangkitan omicron serius who,0,netral
"RT @TIARAYA09: Ketemu diome lanjut diwc aja sayang..
LINKVIDEO https://t.co/oqLGpm9sOU

#jilbabcrot #jilbabngentot #jilbobs #jilbabbugil #j…",ketemu diome diwc aja linkvideo jilbabcrot jilbabngentot jilbobs jilbabbugil j,0,netral
"Hari kedua, masih langgar SOP
@KKMPutrajaya @Khairykj @ayshardzn @AnnuarMusa sedang tidur ke ? 
🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️… https://t.co/6KLWvggsMo",langgar sop tidur,0,netral
@vikrantgupta73 Yeah mc india team ko Jana hai @BCCI 🖕🖕🖕🖕 Sharam ko ja se yeah #omicron aaya Phir se Udar ja rahe h… https://t.co/CdC0nxNHbe,yeah mc india team jana sharam yeah omicron aaya phir udar rahe,0,netral
"RT @are_u__sirius: Dear 2022...... 
Kya karu,  zinda rahu Ya mar jau???

#Omicron",dear karu zinda rahu mar jau omicron,0,netral
RT @msianinsight: TERKINI: 8 sampel ujian RT PCR untuk kes #Omicron pertama di Malaysia adalah negatif.,terkini sampel ujian pcr omicron malaysia negatif,-1,negatif
"Berita terbaru: Waspadai Varian Omicron, Andrei Angouw Minta Semua Warga Harus Divaksin https://t.co/bmfDetrYa1 #Andrei_Angouw #Omicron",berita terbaru waspadai varian omicron andrei angouw warga divaksin andreiangouw omicron,0,netral
"Selengkapnya simak info di atas!

Sumber: @djiikp
___
#JogjaIstimewa
#kominfoDIY
#COVID19
#Omicron… https://t.co/IwN0wm4mA1",simak info jogjaistimewa kominfodiy covid omicron,0,netral
Mengupas DAJJAL MELALUI AR-RU'YA ASH-SHADIQAH  YG RELATIF TIDAK DIKUPAS DI KITAB ULAMA ATAU DALAM KAJIAN CERAMAH… https://t.co/zWxPm5BCd8,mengupas relatif kajian ceramah,0,netral
"RT @Beritasatu: ECDC mengatakan varian Omicron berpotensi mendominasi kasus Covid-19 di Eropa.

Selengkapnya: 👇🏻 #Omicron https://t.co/fzDe…",ecdc varian omicron berpotensi mendominasi covid eropa omicron,0,netral
"RT @traxxfmofficial: Bermula esok, semua pengembara yang memasuki Singapura menerusi Laluan Perjalanan Vaksinasi (VTL), perlu menjalani sar…",esok pengembara memasuki singapura menerusi laluan perjalanan vaksinasi menjalani sar,0,netral
"Morning Karuthu
@roastu_memesu 
#MoneyHeist #Strictly #HAPPYJINDAY #Omicron #Trending #BTC #Crypto #INDvzNZ… https://t.co/jfakqhirxx",morning karuthu moneyheist strictly happyjinday omicron trending btc crypto indvznz,0,netral
Mengupas DAJJAL MELALUI AR-RU'YA ASH-SHADIQAH (mimpi baik dari Allah) YG RELATIF TIDAK DIKUPAS DI KITAB ULAMA ATAU… https://t.co/dENVCMoi5E,mengupas mimpi allah relatif,0,netral
Right now at Mumbai Terminal 1 Chatrapati Shivaji Maharaj Airport. 8.45 Am. No #Omicron No #COVID19 @OfficeofUT… https://t.co/0oHfxO17Iy,right now at mumbai terminal chatrapati shivaji maharaj airport am no omicron no covid,0,netral
"Hum h to kya gam h meri Jaan 🤩🥰✔
#UmarRiaz #love #Omicron 
#PratikSehajpal #MoneyHeist #Blasphemy #SuperTunaByJin… https://t.co/ioXqOWb3ep",hum gam meri jaan umarriaz love omicron pratiksehajpal moneyheist blasphemy supertunabyjin,0,netral
"Bermula esok, semua pengembara yang memasuki Singapura menerusi Laluan Perjalanan Vaksinasi (VTL), perlu menjalani… https://t.co/4PXLfdgLDy",esok pengembara memasuki singapura menerusi laluan perjalanan vaksinasi menjalani,0,netral
Baru juga vaksin komplet 2 kali eh virus #covid19 dapat update lagi varian #omicron https://t.co/oJ9WT0qAVf,vaksin komplet kali eh virus covid update varian omicron,0,netral
"@BesuraTaansane Adrenaline or Omicron 🤔🤔

#OmicronVariant #Omicron #OmicronVarient",adrenaline or omicron omicronvariant omicron omicronvarient,0,netral
"#Omicron Sudah Ditemukan di Singapura, Satgas #COVID19  Klungkung Minta Warga Waspada dan Taat Prokes

#Bali 

https://t.co/J7I4wTtR62",omicron ditemukan singapura satgas covid klungkung warga waspada taat prokes bali,0,netral
"Top News Koran Rakyat Merdeka

Urus Omicron, Tunda Launching Stadion Keren
Anies Tunduk Ke Luhut

#Omicron… https://t.co/f5nOWUaw80",top news koran rakyat merdeka urus omicron tunda launching stadion keren anies tunduk luhut omicron,2,positif
"Tenang, Jaga Kesehatan Jangan Sampai Down

#Omicron #OmicronVarient #Corona #coronavirus #COVID19 #COVID… https://t.co/FndaGZYPHb",tenang jaga kesehatan down omicron omicronvarient corona coronavirus covid covid,0,netral
"RT @bernamadotcom: KKM siasat punca jangkitan kes indeks #Omicron - @Khairykj  

https://t.co/WYZpts6VY8 https://t.co/OouRFPAHlS",kkm siasat punca jangkitan indeks omicron,0,netral
"Kolum:
Setiap generasi mengalami cabaran dan kesusahan berbeza.

#MalaysiaNow #MNow #MNowNews #Malaysia #Kolum… https://t.co/FxzRGjt7Nu",kolum generasi mengalami cabaran kesusahan berbeza malaysianow mnow mnownews malaysia kolum,-1,negatif
"Top News Koran Rakyat Merdeka

Pernyataan Kemenkes Bikin Adem
Omicron Lebih Menular Iya, Tapi Nggak Bikin Parah Lho… https://t.co/8E0z8iVmDM",top news koran rakyat merdeka pernyataan kemenkes bikin adem omicron menular iya bikin parah lho,-2,negatif
"Menteri Kesihatan, Khairy Jamaluddin, kenyataan mengenai varian baharu covid-19, Omicron.

#Malaysia #Covid19… https://t.co/BCjlKROOIG",menteri kesihatan khairy jamaluddin kenyataan varian baharu covid omicron malaysia covid,0,netral
#cryptocrash #Sanremo2022 #السعودية_فلسطين #Teleton2021 #missgrandthailand2021 #القادسيه_الكويت #Pecresse #f1jp… https://t.co/mXCex7Z2OQ,cryptocrash sanremo teleton missgrandthailand pecresse,0,netral
"RT @tribunpontianak: CARA MENGATASI COVID OMICRON
#BeritaTerkini #beritaViral #berita #NEWS #NewsUpdate #Viral #viralTiktok #viraltwitter #…",mengatasi covid omicron beritaterkini beritaviral berita news newsupdate viral viraltiktok viraltwitter,0,netral
"CARA MENGATASI COVID OMICRON
#BeritaTerkini #beritaViral #berita #NEWS #NewsUpdate #Viral #viralTiktok… https://t.co/2KGC8IZqrZ",mengatasi covid omicron beritaterkini beritaviral berita news newsupdate viral viraltiktok,0,netral
"Orasiprro

#Omicron https://t.co/9A3EWzxDSr",orasiprro omicron,0,netral
"Nuremberg Omicron #pfizergates #fCOVID19 #3emeDose #Apartheid #Omicron #BFMTV #Résistance
#Manifs4decembre… https://t.co/q8wH1NiNjd",nuremberg omicron pfizergates fcovid emedose apartheid omicron bfmtv rsistance manifsdecembre,0,netral
"RT @JamiiForums: UJERUMANI: Ili kupambana na aina mpya ya Kirusi cha #Omicron, Kansela Angela Merkel amesema watakaoruhusiwa kuingia katika…",ujerumani kupambana aina mpya kirusi cha omicron kansela angela merkel amesema watakaoruhusiwa kuingia katika,0,netral
"jaldi se gettogethers kr lo, dine outkr lo, concerts attend karlo, movie dekhlo, jis se milna hai mil lo isse pehle… https://t.co/jkf6WxIkIi",jaldi gettogethers dine outkr concerts attend karlo movie dekhlo jis milna mil isse pehle,0,netral
"RT @SinarOnline: [Infografik]  Kes pertama varian Omicron di Malaysia

📷 : Bernama

Klik https://t.co/bxdnokHf6Q untuk baca berita menarik…",infografik varian omicron malaysia bernama klik berita menarik,1,positif
Freshman vs. Senior #Streetfights #knockout #schoolfights #Omicron https://t.co/loOdv7NJJv,freshman senior streetfights knockout schoolfights omicron,0,netral
"RT @newsonepk: Mazrat Kay Saath | Jibran Nasir|Qibla Ayaz | Sajid Kiani |Tahir Ashrafi ... https://t.co/xJvZsYnwOS 

#Newsonepk #MazratKayS…",mazrat kay saath jibran nasirqibla ayaz sajid kiani tahir ashrafi newsonepk mazratkays,0,netral
"Waspada Varian Omicron, Masyarakat Diminta Tingkatkan Prokes

#Omicron #Vaksinyuk #Prokes https://t.co/S86TGpBxmt",waspada varian omicron masyarakat tingkatkan prokes omicron vaksinyuk prokes,-1,negatif
"Mazrat Kay Saath | Jibran Nasir|Qibla Ayaz | Sajid Kiani |Tahir Ashrafi ... https://t.co/xJvZsYnwOS 

#Newsonepk… https://t.co/uaqaZ7vbbF",mazrat kay saath jibran nasirqibla ayaz sajid kiani tahir ashrafi newsonepk,0,netral
Ishami ry’Umuryango w’Abibumbye rishinzwe ubuzima ku isi rivuga ko ubwoko bushya bw’icyorezo #COVID19 bwiswe… https://t.co/0Zw26Jywzd,ishami ryumuryango wabibumbye rishinzwe ubuzima ku isi rivuga ubwoko bushya bwicyorezo covid bwiswe,0,netral
"TJzxKKAv96VmwNtjZFB1vuAVshhJPACwgC (USDT - TRC 20) 

#cryptocrash #Crypto #cryptocurrency #omicron https://t.co/oWGjFLrUp4",usdt trc cryptocrash crypto cryptocurrency omicron,0,netral
#omicron to hr jgh dheere dheere faita ja rh h...,omicron hr jgh dheere dheere faita rh,0,netral
RT @devasissarangi: #Omicron ab Mumbai main 👇,omicron ab mumbai main,0,netral
"Covid-19 Varian Omicron Meluas, Kemenhub Perketat Pintu Masuk Udara https://t.co/aMfOEoxBoV 

#kemenhub #covid… https://t.co/TbFDPKyLZE",covid varian omicron meluas kemenhub perketat pintu masuk udara kemenhub covid,0,netral
RT @RealHauleGluck: Kupakana #Omicron concert 🎶… 🤨,kupakana omicron concert,0,netral
"Ngada2 betul klinik mata nama #Omicron kat Russia nihh.
Siap nak saman WHO sebab bagi nama Variant of Concern nihh… https://t.co/oBBj0gDAzl",ngada klinik mata nama omicron kat russia nihh saman who nama variant of concern nihh,0,netral
WHO bara saja memperingatkan kepada seluruh negara terkait potensi adanya varian baru Omicron. Penasaran? Baca sele… https://t.co/iZofkmRnRv,who bara memperingatkan negara terkait potensi varian omicron penasaran sele,1,positif
"Jaldi se concerts attend kar lo, cinema mein movie dekh lo, jis se milna hai mil lo ess se pehle k Omicron apni auqaat dikhaye. 

#Omicron",jaldi concerts attend kar cinema mein movie dekh jis milna mil ess pehle k omicron apni auqaat dikhaye omicron,0,netral
"Virus Omicron Sudah Masuk Singapura, Begini Sikap Jokowi

#Singapura #JokoWidodo #Nasional #virus #Omicron… https://t.co/eplkj1eVqF",virus omicron masuk singapura sikap jokowi singapura jokowidodo nasional virus omicron,-2,negatif
"Haaa siasat jangan tak siasat

#majoriti
#primer
#Omicron
#puncajangkitan
#tidakbergejala
#KhairyJamaluddin

https://t.co/JjmxtlYrg4",haaa siasat siasat majoriti primer omicron puncajangkitan tidakbergejala khairyjamaluddin,0,netral
"Gegara Omicron, Barcelona dan Real Madrid Batal Tampil di Jakarta

Baca selengkapnya disini
https://t.co/r9VjmdDZCS… https://t.co/mx0qIvYZdV",gegara omicron barcelona real madrid batal tampil jakarta,-1,negatif
#MarsHillBlog Post KuMbutho wezeMpilo weHlabathi usithi akukho mfuneko yokoyika ngenxa ye-Omicron. Kodwa kufuneka s… https://t.co/9bpKFtCsYW,marshillblog post kumbutho wezempilo wehlabathi usithi akukho mfuneko yokoyika ngenxa yeomicron kodwa kufuneka,0,netral
#MarsHillBlog Posting di Organisasi Kesehatan Dunia mengatakan tidak perlu panik atas Omicron. Tapi kita perlu hati… https://t.co/YXiT0E6w7G,marshillblog posting organisasi kesehatan dunia panik omicron hati,-1,negatif
Chapisho la #MarsHillBlog Kwenye Shirika la Afya Ulimwenguni likisema hakuna haja ya kuwa na hofu kuhusu Omicron. L… https://t.co/LPZp2onxhp,chapisho la marshillblog kwenye shirika la afya ulimwenguni likisema hakuna haja kuwa hofu kuhusu omicron l,0,netral
"Cegah #Omicron Meluas, #Kemenhub Perketat Pintu Masuk Udara

Baca selengkapnya 👇

https://t.co/LN9ZOMGnz6",cegah omicron meluas kemenhub perketat pintu masuk udara,0,netral
"Lemon basil 👇🏻
https://t.co/684EZh5z5S

#basil #gardening #garden #GardenersWorld #GardeningTwitter #plants… https://t.co/75XemLAVmc",lemon basil basil gardening garden gardenersworld gardeningtwitter plants,0,netral
"RT @dw_indonesia: Mengapa varian baru #Omicron begitu mengkhawatirkan? Seberapa berbahaya? Yuk, simak penjelasannya berikut ini! 👇
 
| Via…",varian omicron mengkhawatirkan berbahaya yuk simak penjelasannya via,-2,negatif
RT @its_srinu: @ANI Ban Gujaratis and Karnataka from entering Telangana.  @trsharish @KTRTRS #Omicron #Omicronindia,ban gujaratis and karnataka from telangana omicron omicronindia,0,netral
"LIVE !! 
DIALEKTIKA tvMu "" Pandemi Belum Usai Varian Baru Mengintai ""

Sabtu, 4 Desember 2021
19.30 WIB 
Hanya di t… https://t.co/bGVRmNWIH0",live dialektika tvmu pandemi varian mengintai sabtu desember wib t,-1,negatif
"RT @TIARAYA09: Anjir cek videonya 
LINK https://t.co/tYOaNtGXmp

#jilbabngentot #jilboob #jilbobs #jilbabbugil #GegarVaganza8 #wizkidO2 #JU…",cek videonya link jilbabngentot jilboob jilbobs jilbabbugil gegarvaganza wizkido ju,0,netral
"Varian Omicron 500 Persen Lebih Menular, Tetap Waspada

Selengkapnya Klik Tautan Berikut ini
#Kudus #Varian… https://t.co/PZ8M9dpNkl",varian omicron persen menular waspada klik tautan kudus varian,-2,negatif
"Saat ini pada situasi pandemi COVID-19 yang belum berakhir, kebutuhan oksigen pagi pasien COVID19 sangatlah dibutuh… https://t.co/Q6Rscc20SM",situasi pandemi covid kebutuhan oksigen pagi pasien covid dibutuh,-1,negatif
Sejauh Ini Belum Ada Kematian Akibat Omicron https://t.co/Rwe970ZJXO #COVID19 #Omicron #OmicronVariant #news #indonesia #indoposco,kematian akibat omicron covid omicron omicronvariant news indonesia indoposco,-1,negatif
"RT @AyushPa39818542: Agar classes hui hai meet pr 🤷 
To exam kyun hongi seat pr 🥺
College mai proper classes bhi nhi lagi hai or na hi prac…",meet or prac,0,netral
"[Infografik]  Kes pertama varian Omicron di Malaysia

📷 : Bernama

Klik https://t.co/bxdnokHf6Q untuk baca berita m… https://t.co/sfp694csMl",infografik varian omicron malaysia bernama klik berita,0,netral
"RT @mohanmendoriya: #rgpvonlineexam
Agar classes hui hai meet pr 🤷 
To exam kyun hongi seat pr 🥺
College mai proper classes bhi nhi lagi ha…",rgpvonlineexam meet ha,0,netral
Mereka dah lama rancang. Kita jer yang lalai. #COVID19 #Malaysia #Omicron https://t.co/P1CBuSbSNO,rancang jer lalai covid malaysia omicron,-1,negatif
"No #Mask for #Ghana ..

Sara kasur sirf uska??

Botswana ??

Omikaran,  Omikaran 
#Omicron na ho tere karan https://t.co/0hsUsxpuaN",no mask for ghana sara kasur sirf uska botswana omikaran omikaran omicron ho tere karan,0,netral
Kata #Omicron dh ada kat M'sia. Still ajak jom ramai²? https://t.co/s1CnDIyqzv,omicron kat msia still ajak jom ramai,0,netral
"RT @mohanmendoriya: #rgpvonlineexam #rgpvcanceloofflineexam #rgpvbhopal #ShivrajSinghChouhan 
Agar classes hui hai meet pr 🤷 
To exam kyun…",rgpvonlineexam rgpvcanceloofflineexam rgpvbhopal shivrajsinghchouhan meet,0,netral
"RT @mohanmendoriya: #rgpvonlineexamAgar classes hui hai meet pr 🤷 
To exam kyun hongi seat pr 🥺
College mai proper classes bhi nhi lagi hai…",rgpvonlineexamagar meet,0,netral
@RaMoSirOfficial Beta chinta Mt kr ISS Baar bhi Tu pass Hoga 😂#omicron,beta chinta mt iss baar tu pass hoga omicron,0,netral
International Youth Champions 2021 yang sedianya digelar di Jakarta dan Bali pada 4-11 Desember 2021 resmi ditunda.… https://t.co/Cn6KB5ESCL,international youth champions sedianya digelar jakarta bali desember resmi ditunda,0,netral
Ya Allah...semoga di jauhkan dari #virus #corona #omicron 💉💊 https://t.co/nEiCBbK5ES,allahsemoga jauhkan virus corona omicron,-1,negatif
"Awas Omicron, Varian Baru Covid-19! Jokowi: Ancaman Belum Selesai, Hati-hati https://t.co/WNMFxgnDJc lewat… https://t.co/4IzGsL7Y9I",awas omicron varian covid jokowi ancaman selesai hatihati,-1,negatif
"Varian #Omicron Mengancam #PemulihanEkonomi Dunia

Baca selengkapnya 👇
https://t.co/Dp1iyVBzsD",varian omicron mengancam pemulihanekonomi dunia,-1,negatif
"Varian #Omicron sudah tiba di Malaysia dan Singapura, akankah juga akan masuk ke Indonesia?

Baca selengkapnya 👇

https://t.co/DV77z7uClD",varian omicron malaysia singapura masuk indonesia,0,netral
"Masha Allah BTC, XRP, stock market, apakah telah jadi kepada anda, im suspecting sebab #Omicron",masha allah btc xrp stock market im suspecting omicron,0,netral
"RT @arusbaik_id: Vaksinasi Harus Digencarkan untuk Tangkal Varian Omicron
#ArusBaik #Omicron #Vaksinasi
https://t.co/rA219yGsWU",vaksinasi digencarkan tangkal varian omicron arusbaik omicron vaksinasi,0,netral
@UpdateBolabola Udah adem ayem. Muncul lagi #Omicron. Semoga Piala AFF 2020 bisa selesai sampai akhir.,udah adem ayem muncul omicron semoga piala aff selesai,2,positif
"RT @bharianmy: #BHdunia Bukti mengenai varian baharu masih dikumpul bagi kekang penularan

https://t.co/Fztakini4A

#COVID19 #Omicron",bukti varian baharu dikumpul kekang penularan covid omicron,-2,negatif
"RT @muhammadiyah: Meski angka indikator penanganan Covid-19 di Indonesia terus menunjukkan perbaikan, Agus mengingatkan agar terus tanpa bo…",angka indikator penanganan covid indonesia perbaikan agus bo,1,positif
"#rgpvonlineexam
Agar classes hui hai meet pr 🤷 
To exam kyun hongi seat pr 🥺
College mai proper classes bhi nhi lag… https://t.co/LhYdSXjQnc",rgpvonlineexam meet,0,netral
"Meski angka indikator penanganan Covid-19 di Indonesia terus menunjukkan perbaikan, Agus mengingatkan agar terus ta… https://t.co/3T2eLyxAXu",angka indikator penanganan covid indonesia perbaikan agus,1,positif
@Geetha_Happy edho #Omicron anta ga akka,edho omicron anta ga akka,0,netral
"#rgpvonlineexam #rgpvcanceloofflineexam #rgpvbhopal #ShivrajSinghChouhan 
Agar classes hui hai meet pr 🤷 
To exam k… https://t.co/SgehVrRnfF",rgpvonlineexam rgpvcanceloofflineexam rgpvbhopal shivrajsinghchouhan meet k,0,netral
